,productId,ownerMemberId
0,1005002566765520,247392345
1,1005001775499530,232198970
2,4000734290088,240313962
3,1005001656768423,247056311
4,32965169159,228391344
5,4000176297447,222250037
6,33044850111,201453932
7,1005001320065981,221041720
8,4001066058466,235246733
9,33057481981,227765123
10,1005002103723301,230385907
11,1005001315502403,221381463
12,4000829878997,240319983
13,1005001994749210,243707164
14,4001009542345,237980374
15,1005001392840026,200643121
16,4001157199355,232949195
17,1005002577544804,240338574
18,1005001359649349,229771819
19,1005002564196392,251841437
20,32842036858,231293276
21,4000151190263,239048741
22,1005002505530358,244452379
23,4000409851132,239231001
24,4000175610846,225106822
25,1005002568473822,251316016
26,32890226277,206041548
27,1005002553787470,245817426
28,4001144217291,221598939
29,4000906597642,239684681
30,33000229240,238077436
31,32840450565,226827690
32,506643468,123681875
33,1005001686587821,236838066
34,32968298123,202281940
35,32878404339,223114601
36,1005001826044714,202577930
37,1005001861609137,244123481
38,4000869408798,240357610
39,1005002674769463,247032257
40,4000469981358,239203642
41,1005001906133510,248542132
42,1005002304604881,247008788
43,1005001606416257,244554584
44,1005002030698189,241575391
45,32773464411,229919601
46,32868043168,201948234
47,1005001727903186,244677505
48,4000492919273,202637596
49,4000808285190,226746273
50,4001080610837,235255885
51,32999407168,220416453
52,4000628041290,231053104
53,4001134941805,222466689
54,1005002312681328,238799867
55,32502358823,202570136
56,33031904416,231694910
57,4001235017139,231928200
58,4000084123180,238776283
59,33004411127,237353817
60,1005002506893992,241713085
61,32892261061,205822875
62,32926771510,234092287
63,1005001592345531,245538917
64,4001157737444,238802802
65,1005002449891002,249753577
66,4001227415240,241852178
67,1077039989,204982765
68,4000071458878,237306813
69,1005002066597205,240071529
70,1005002393184321,240487656
71,1005001652066816,229471533
72,4001044597836,231030994
73,1005001646130262,234648111
74,1005002332521746,245019257
75,4000033178577,228059825
76,4000263261388,235052478
77,1005002488809336,201873384
78,1005002261057951,237788427
79,32954126002,123595892
80,1005002008290460,205761978
81,32996844640,228305176
82,4000521656517,239003306
83,1005001872331756,242241385
84,4000329158274,231341335
85,4000092866143,221357438
86,1005002070214525,221631180
87,1005002019385802,231427940
88,1005002469366932,250892372
89,1005002548811651,251689582
90,4000570763696,228736125
91,1005002342070369,248303387
92,1005002315077328,244237495
93,32858173076,225819124
94,32953067218,201453932
95,1005002039333542,249103827
96,1005001726816186,247030754
97,1005001547738951,240430219
98,32844764054,227397543
99,1005001592967475,243807860
100,4001128783001,239230292
101,1005002061416763,244207271
102,32973070076,230088848
103,32852237862,231968081
104,32892823671,229443345
105,1005001419443446,231418132
106,4000844557104,238900404
107,32835398461,230999396
108,1005002448145033,243964252
109,1005001308068720,226239395
110,4001228342841,231327878
111,1005002193374587,250612509
112,4000560758548,238987748
113,1005001709134640,240240798
114,32469483330,206202681
115,1005002392940457,250285409
116,1005001780694411,247449438
117,4000016819122,238973153
118,1005001873293187,232227493
119,4000361988150,206189188
120,32962345201,230239545
121,1005001889527114,240459731
122,1005002275944554,232011882
123,1005001727507136,239625234
124,10000214592375,239366167
125,1005002653229773,250589952
126,1005001290170575,202570136
127,1005002468991923,250963201
128,4000421561079,236902031
129,1005001482418538,243751904
130,4001355887509,231359959
131,33023306328,238658312
132,1005001555289454,243950611
133,1005001338766202,230379900
134,4000103508931,221631180
135,1005002058248924,237067965
136,1005001623122482,220257165
137,32884771921,233052559
138,1005002426936141,250866372
139,1005001656824402,238889125
140,1005002357303522,250755614
141,1005001433024407,240087244
142,4000274067619,230940960
143,32975017517,234424767
144,4000756305506,233431551
145,4000537287332,231659189
146,1005001367746479,244093704
147,32968887347,227436703
148,1005002323764357,248362799
149,4000274067619,230940960
150,1005001948012440,237933838
151,1005001639710572,229791728
152,4000350193602,201621739
153,1005001899514754,244702085
154,33039589878,228210945
155,1005001865966074,248500560
156,4001123175224,238127805
157,1005002008197196,240073986
158,4000785415902,202637596
159,32943529324,202646024
160,1005001463567916,243807133
161,4000425227093,234528737
162,1005002071123826,244129074
163,4000437854060,228825682
164,32891506894,223615633
165,1005001688028126,244189880
166,1005001906622762,240441269
167,4000803160077,234761813
168,4001167972294,205976370
169,1005002124421084,248174275
170,32908114542,230921555
171,1005002062166818,234029793
172,4000928433062,223387659
173,1005001808733729,205486362
174,32686802451,221299809
175,4001094140057,242436357
176,33030989113,231296165
177,1005002491455723,243840946
178,1005001591124066,220173375
179,33004876393,238153339
180,4000478398858,223000799
181,1005002443957850,244588794
182,4000072177411,220694863
183,1005001794996112,243985525
184,1005001886144359,248107370
185,33048492279,224451080
186,32967966784,223750075
187,32844981058,231501725
188,4001201725533,243036971
189,1005001447237799,239392320
190,1005002198613887,237336121
191,33013281920,111721461
192,4001219267343,200341888
193,4000096015466,238662881
194,1005001492753735,240510632
195,1005001893927144,243811592
196,1005001604647085,238583497
197,4000746315162,235068727
198,10000363161429,243617641
199,32857983282,201583660
200,1005001921450629,244473161
201,4000322193956,233993802
202,1005001394518545,240376330
203,4001062007905,109532032
204,1005001923261595,230973332
205,4000308448167,226759891
206,32961090710,234639466
207,1005001617552725,228499052
208,4000212484524,231406084
209,1005001307686689,232864276
210,4001079124905,240984400
211,4000990486558,223930324
212,1005001412687202,244109620
213,1005002256251566,237358441
214,1005001780791023,247056311
215,1005002472935643,251463665
216,4001341030622,244067172
217,4000070688533,232934456
218,4001006352091,238787902
219,32954859633,228378136
220,33050055795,233046658
221,4000874659885,220094766
222,1005002311500881,231659189
223,1005002624709367,243013891
224,1005001419243110,238863723
225,1005002582817722,250635879
226,1005001742184866,247336999
227,1005002055729963,240371918
228,4000534688597,221881521
229,1005002254819522,247890221
230,1005001349626474,228457635
231,1005001962993419,223455372
232,1005002433483130,251098215
233,4000993525768,222023971
234,32860395350,230239545
235,4001112833685,238333785
236,1005001322323542,241919084
237,32836910511,230279020
238,1005002504481473,238901582
239,1005001645939883,245413720
240,4000557316318,239550584
241,1005001729197460,247302593
242,1005001519507665,232993959
243,33046536632,221184898
244,4001283037405,238358750
245,1005002397848824,251202904
246,1005002181283303,220138156
247,32897208919,231113059
248,4000579782746,239619492
249,32924869735,231643507
250,1005002394420614,251029960
251,1005001933224791,244259557
252,1005001414250897,239514830
253,4001041963823,205124249
254,4000431125372,231920234
255,1005002541528935,234423368
256,1005001617949564,239974491
257,1005002636092776,250973683
258,4001315193538,230805742
259,1005002327762072,245737822
260,32985075844,229866314
261,1005002260846851,239113335
262,1005002389252339,250850223
263,1005002203546591,238301383
264,1005001457259288,202044805
265,1005001552803677,243984949
266,32963970023,231898238
267,1005002298835732,206119450
268,33054093690,202870331
269,1005002676079194,251107911
270,1005001813079191,120988470
271,1005002623463531,247476802
272,32686802451,221299809
273,1005002352901341,234680744
274,32910992560,227683204
275,1005001379920600,239090566
276,1005001708546224,245754241
277,33011295125,238276048
278,4000001641683,227921176
279,4000016181770,226548110
280,32975412363,231184475
281,1005002018681226,234505295
282,1005001722463000,221631180
283,4000956853425,239681032
284,4000986940081,240495124
285,1005001603890957,234784812
286,4000902335469,240611900
287,1005002549554854,232072235
288,32821430695,227777056
289,32966666079,231833409
290,4001207827882,229618236
291,33041169548,238675917
292,4000883355563,239722312
293,4000387931170,233052559
294,4000575018442,229944333
295,1005002312752426,248242915
296,4000558578531,223615633
297,4000571144237,223560752
298,33042472137,225531532
299,1005002271510566,248320297
300,4001255684377,234438394
301,32797032955,230308221
302,4001223574659,229790644
303,32884333329,202354009
304,4001208676581,231427940
305,4000760525801,239230292
306,4001057132807,231383640
307,32982857990,224266960
308,1005001908630060,201458807
309,1005002323859428,249170361
310,1005002101221311,123323311
311,1005002355991621,251226995
312,1005001697761491,236902199
313,33018526973,231060166
314,1005002191738353,250710625
315,1005001727937063,222276887
316,4001212386828,231078969
317,1005002400266670,240610085
318,1005001999681983,249014892
319,32946694978,230902770
320,32841062069,231328009
321,1005001860004886,234508122
322,32848454639,231106112
323,4000785415902,202637596
324,1005002636490852,250745399
325,32859264975,224266960
326,1005002215018526,235424882
327,4000238319555,239085721
328,1005002212150463,247552285
329,4001332355578,242604847
330,1005001787261105,229569079
331,4000181505845,239272050
332,1005002448145033,243964252
333,4000278532101,232911865
334,1005002694552929,241621348
335,1005002028042074,221156886
336,32860233060,202198747
337,32859450109,205822875
338,1005002564879144,251604486
339,1005001770168858,238863723
340,1005001954165904,245761789
341,4000120934909,230684823
342,4000026473132,229157574
343,32761370642,227928393
344,32864953429,229858404
345,1005001468115884,238802802
346,1005002199234155,250664087
347,33033022740,222012477
348,4000083810096,238776283
349,4000589161697,238423013
350,1005002290008880,243590848
351,1005002028673159,248621954
352,1005002207180075,236804498
353,4000001654639,227921176
354,1005001707889794,247207650
355,1000005249569,205783036
356,4000116597730,229569894
357,1005001963242934,245529302
358,1005001625868657,240476187
359,1005001870461066,243703121
360,4001167972294,205976370
361,32998691590,231000559
362,1005001830712710,238832810
363,33031405676,229807697
364,32787897863,230096916
365,4000265243383,231325087
366,1005001762562219,239432001
367,1005001468394552,234858389
368,32698107582,227598600
369,32864953429,229858404
370,1005002441929650,222977460
371,1005001520799718,240245167
372,1005001463928764,206091534
373,1005002690036710,251446396
374,4001081622018,238967661
375,1005001400446290,244085126
376,1005001677287092,243761852
377,1005002340923205,249478497
378,32966002791,220761830
379,32968082995,228268631
380,4000504841030,222578352
381,1005001367721851,244093704
382,32851766157,230263118
383,1005002239864595,248315827
384,4001196545701,241658304
385,1005001878097151,238807183
386,1005002024703460,248416320
387,4001180148624,241927837
388,1005001884530549,239020586
389,1005002676079194,251107911
390,4001188644652,240392651
391,1005001708152186,244213287
392,1005001656524256,243664744
393,1005002506178185,247152154
394,1005002179773734,244061605
395,1005001854827721,237975572
396,32920809197,202196773
397,4000229676361,220802151
398,1005002139387008,247524985
399,1005001830498238,202626203
400,1005001715573777,239283350
401,32862577695,227928393
402,1005002468973101,228991452
403,1005001507134427,233047329
404,33033991553,231803924
405,1005002099309375,243811592
406,4000235072438,239409492
407,1005002131171814,205794392
408,1005002063349119,244189880
409,1005001622520822,242831808
410,1005002148163173,250068392
411,4001273300578,237200466
412,1005001604082506,243607894
413,1005001501760468,243950272
414,1005002232125942,244093704
415,1005001391275044,244249678
416,1005002032523952,245085417
417,4000274177775,221299809
418,1005001469298995,221975910
419,32977607016,230392302
420,4000908599932,230621019
421,4001125259746,240422178
422,4001279899441,243607082
423,4001112833685,238333785
424,1005002575567748,244212805
425,1005002402076779,251081573
426,4000763384133,230761957
427,1005001995081616,238042872
428,32969743923,233061627
429,33018327612,110715579
430,32864602229,231101121
431,1005001285416778,238151724
432,4000193722139,224683961
433,32573974393,220490649
434,32987025279,237865116
435,1005002016886242,244963418
436,1005002286790813,247245040
437,1005002623920105,251518650
438,1005001818593944,247248449
439,1005002503479119,251409095
440,33027020375,222012477
441,1005002475418350,251683754
442,4001268704635,235007211
443,1005001573175505,244283458
444,4000483510075,230405709
445,1722494737,123465214
446,1005001496109680,244109681
447,1005002695352369,251620481
448,1005001488963594,239816508
449,4000385957081,220703969
450,1005002129596668,224753176
451,1005002254243268,231028071
452,1005002363753723,243811592
453,33000583402,234963403
454,1005002282451317,221042393
455,1005002624737933,243013891
456,4000620146618,231329248
457,1005001633542826,240377890
458,4001238923655,238524068
459,1005002441929650,222977460
460,4001170025148,204992897
461,4001295070180,230459464
462,4000062201108,226239395
463,1005001722598377,229626096
464,1005001606483266,244807855
465,1005002503479119,251409095
466,1005002315701293,239714974
467,32811111421,221137159
468,32851102782,231412795
469,32887582732,230967386
470,32952440546,230602123
471,4000099852198,204982765
472,1005001270688177,237075337
473,1005001803851301,232227493
474,1005002340830576,221681121
475,4001170025148,204992897
476,4000291716730,230376515
477,1005002630725787,231246967
478,32831658190,230685107
479,1005001952494092,231002587
480,4000089934359,239112971
481,4000158006553,231000559
482,4000158883956,239079651
483,1005002176111407,248223035
484,1005002434280689,240471235
485,4000072177411,220694863
486,4001127943760,240201993
487,4000177906734,239260590
488,4001084947367,230745401
489,1005001840145143,248087182
490,4000811332320,231829729
491,4001145661025,221631180
492,1005002515488811,220480047
493,4000774276762,227152108
494,33025284855,230814923
495,1005001722651424,232911865
496,32951094910,230842632
497,32848707892,220751694
498,1005001695578362,240152872
499,32573184583,226829433
500,32648189141,202765899
501,32669134240,201713637
502,1005002169274953,250612509
503,1005001713008434,243617641
504,32897995250,231113912
505,1005002638162504,251411716
506,32988320522,119181085
507,1005001693188630,232502458
508,33048235268,238776283
509,932135245,201822018
510,32932152545,234638526
511,4000982773626,202712858
512,1005001738369511,230935684
513,32789891131,220804927
514,1005002442218686,251421645
515,4000200732424,239408315
516,1005002123653121,240395052
517,4000170406433,230407039
518,33057635730,223253100
519,4000345338250,231081005
520,1005001560616492,231364973
521,4001068419065,232990345
522,1005002007336260,231033266
523,4001196688301,240394770
524,1005002339362417,251023792
525,1005001831113692,205936020
526,4000218869766,234487427
527,32994687530,232934456
528,4000299066038,239029449
529,32970543813,200408028
530,32807376035,221299809
531,1005001300240643,235068727
532,1005001622185467,243976216
533,33020086005,231147293
534,1005001383495369,229249478
535,32735641541,229405574
536,1005001632769212,244325722
537,4000848568974,240455047
538,4000579782746,239619492
539,4000584997798,239190294
540,4001211639681,239321698
541,4000993525768,222023971
542,1005002439586471,239178194
543,1005002536302993,229960096
544,1005002115848334,220766559
545,4001167847912,234707816
546,4000631407780,238051191
547,4000545795259,224803851
548,32922867280,225604626
549,1005001326066722,242532772
550,32878404339,223114601
551,1005002311478946,243820893
552,1005001734483428,244211763
553,32843121962,220498900
554,32848865012,220511290
555,1005001992948342,239743889
556,1005001980903515,229790644
557,1005001728270138,240395773
558,4000365459279,201090562
559,33048857233,233991429
560,1005002483424274,251687678
561,1005001999262772,234551432
562,1005002084151764,223307794
563,1005002096074529,243906133
564,1005002476537040,250683020
565,4001090244846,240415547
566,32966619156,231758244
567,1005002160609522,1003971338
568,1005001460660563,244259557
569,1005001776376752,115606081
570,1005002657192874,240151359
571,32920242103,227397543
572,32970206596,220682955
573,32982857990,224266960
574,4001261468286,241882766
575,1005002546229285,251566403
576,32970611121,202381577
577,4000528833155,239432662
578,32989603870,227928393
579,33029403581,231883087
580,32989951906,202644228
581,1005001497374377,244524935
582,1005001322631444,240447197
583,4000756158782,240327568
584,4000716791721,239976162
585,32888783758,233162726
586,4000287250115,234424767
587,32707381811,119157427
588,32845331032,226548110
589,4000589161697,238423013
590,4000606724522,220762478
591,1005001592586749,229459176
592,32974181116,227584582
593,33005594727,220049783
594,1005001451100180,221299809
595,33027430011,56876
596,4001053289847,240073986
597,1005002073622096,220455735
598,1005002270991333,250755614
599,4000828822242,240350367
600,1005002058395537,123216847
601,32944944387,230612873
602,4001076824475,201829778
603,4001085472628,239422170
604,1005002610619543,247451838
